El.PricesSE4(SEK/MWh)
541.6848921
519.7286881
469.2890804
468.3220083
528.2806328
638.4324556
716.3867838
832.6483221
870.6764422
874.5056826
796.6197843
776.7788492
742.9846424
758.4288745
756.7750477
752.079002
736.0870999
756.839642
737.2213345
727.1268384
659.5052837
630.9099525
631.5944441
616.9373868
617.2372283
575.8424222
508.5973475
506.5014492
574.5278685
687.1727059
785.4670018
926.8735657
926.183052
927.5686057
850.0909091
821.7473189
786.1443972
813.6288536
813.0575554
807.2351767
794.9892022
809.4556989
780.1813229
761.4259849
695.0182952
672.0716977
680.8150852
691.4067726
680.9572385
670.9180541
603.6693738
604.4646421
647.368475
735.3553133
845.7029517
1006.076741
986.5962909
975.8947473
894.0810296
858.2355343
815.4831373
844.8705916
845.8045227
833.847381
821.3485532
832.5439127
796.2059057
781.802469
723.343934
691.2775074
706.4542336
709.4979101
613.0655311
609.8525057
563.0467448
545.1241123
586.5011587
678.9564287
741.2623856
822.6773376
811.1581631
828.5759711
813.566791
800.4732667
754.9228354
769.1750664
774.6859812
760.59677
751.7333999
765.0150299
761.4052718
751.6172531
708.7793953
684.2535382
671.5732789
683.0251741
640.252179
676.3700517
636.8860301
613.8790577
637.8765003
684.7440554
717.0176898
762.8654694
794.498455
840.3556705
770.3301675
761.2705599
749.0069409
741.7333404
734.2592829
746.7456062
743.5088375
757.3439678
764.1207606
752.274856
725.7221827
699.4524351
673.6550999
678.3816783
643.280244
677.2798942
668.1446454
639.9109497
639.7105312
670.5230475
695.8470497
737.092683
766.4441578
807.865469
749.3966542
743.2103386
713.6567958
718.467761
718.8803354
715.1529728
703.7604552
711.2532312
721.2911113
721.0352661
674.0258646
651.2138256
628.3540697
614.241844
657.7524943
643.6321367
589.2291904
589.8946183
655.4959927
725.1836418
817.5263706
938.151701
977.168757
990.3283331
874.9774045
847.3162729
819.6779258
835.6202699
833.8196101
834.1146569
825.3586114
832.5430688
807.0219084
780.2877269
716.3205018
695.6655415
689.8313487
710.701035
701.9423044
698.950334
618.8823095
612.6663434
677.4568763
754.4039336
865.2794495
1013.684206
1010.56696
984.7608791
908.1690133
874.3902262
838.5136613
866.5429492
867.1447801
864.3107663
853.8735067
871.5147094
830.4630889
814.3406942
748.9512456
718.7041973
727.129907
753.1222524
745.4399898
729.8338118
641.9424072
639.7980633
713.509119
796.478168
919.5926773
1093.793312
1076.993215
1050.540808
967.0765624
933.4249692
898.6485006
929.7964925
931.8635075
933.4805877
912.8336058
939.7312674
885.8707361
866.703284
792.6136386
762.9669636
770.5770371
809.4267772
784.3250957
778.7173662
682.1711035
683.569622
746.7078623
832.9361576
961.6797231
1140.051134
1113.609545
1049.108612
981.4817636
941.3180451
903.5101744
936.8736253
942.7419564
943.4754306
920.0711501
941.8469199
899.875714
888.0937899
821.8660741
788.9079097
799.4162844
829.4610347
709.883711
707.3350011
648.3452899
626.3381854
677.4119978
776.7525359
845.923508
923.3344623
909.6512281
895.2192533
906.290641
891.7474292
850.9989872
866.0038713
868.5294132
861.2544318
852.6305666
871.6098363
866.1983444
855.6318196
800.3996201
773.7416168
756.8252195
775.9210963
715.4009164
725.6903459
688.0514021
668.5398822
713.8528799
768.2590099
804.4853195
851.9360637
846.5248019
895.5851082
868.1004217
859.8740181
824.8884238
836.3728462
832.4823103
829.0058833
821.0133844
838.3753437
846.7189682
837.1588704
789.4584182
770.9570076
743.4471585
757.9617555
707.8286636
744.9740983
731.5860643
703.3662157
715.6960399
741.3206892
768.6294677
808.0974558
833.6223753
882.363623
827.1150064
820.5769515
801.4093459
798.776863
793.9001529
793.6598041
789.9822297
803.5943489
815.2754692
805.6101181
764.0183458
745.8609263
712.8133887
726.6449901
761.7335362
776.5441007
721.6654049
711.605354
735.6716102
803.4541135
902.5529219
1030.025086
1042.210379
1052.804981
939.825397
912.6003915
888.888176
900.6999424
900.9615413
904.2988837
889.5419432
903.8751088
880.4421368
860.2431717
793.4618788
770.1354643
761.3079202
801.9074578
779.4005153
786.946685
702.3323246
698.4975607
745.3248403
827.4794804
949.9719827
1111.358183
1098.183187
1051.05388
977.9961307
944.1500643
913.2220149
939.2152041
942.6511256
943.8736594
922.1939371
935.1535166
901.4991616
884.5276827
819.1375437
792.6575197
794.7766244
832.0374388
810.8565189
812.2410752
717.3975836
724.4453345
779.284215
869.3477345
1002.353214
1183.185803
1162.373116
1099.642004
1030.979807
992.4002578
960.5912875
989.6744892
996.7538468
1002.090848
977.3318536
991.644843
961.069607
936.5328563
860.6304302
837.918121
837.0918213
880.5121777
843.8584109
847.3465754
752.2224595
761.803654
809.4931359
905.4889669
1047.164955
1245.111483
1220.104007
1140.684648
1079.158502
1037.010237
1005.624428
1039.564471
1048.962086
1053.646701
1026.560857
1045.965742
1020.392646
979.1585198
894.5552831
879.58354
869.6798347
916.4793433
822.0679118
854.3190687
797.9211047
785.0000362
817.8082223
868.0743385
923.095878
998.0722746
989.0729652
977.4576665
979.2355418
963.6710202
952.6042354
944.6675085
942.1181849
961.2808807
951.1998865
969.1987357
971.0342241
948.6682842
889.6442046
868.9100741
840.6138172
850.8216216
809.5406226
856.4179972
831.6967465
799.6408298
811.3468826
846.2773953
881.1296586
931.1492888
921.2477315
948.6768763
943.914165
934.7143986
923.7840902
916.7818315
906.6883327
917.9252719
914.9650615
932.4858214
944.7359385
926.5660144
873.4276035
858.6739618
822.9578852
830.0691563
786.3664111
835.4840236
822.5925673
789.818366
790.9120949
819.1660818
848.178552
891.3617817
881.4027648
925.6757342
910.1909964
902.3042111
891.5650004
882.0527729
872.5654778
881.1666353
879.8721426
896.3883166
911.7765467
897.693396
851.4251403
839.1476359
803.3713378
805.0383596
850.8394963
862.965795
808.5237623
801.682222
814.5620176
892.5995051
1016.629227
1168.565723
1175.304004
1199.830245
1072.900841
1043.683925
1043.165023
1036.636481
1037.480118
1043.359036
1034.490909
1077.889786
1063.080372
989.3051054
909.2878281
898.5121776
864.9300116
927.6376494
917.6893726
902.6867899
840.2771908
837.2674992
851.5859354
948.116088
1100.416751
1303.414209
1286.297892
1241.331724
1146.22157
1109.970635
1115.691442
1109.380618
1117.793746
1140.218604
1135.42137
1178.617412
1160.158194
1070.613347
967.0359801
962.368319
926.3460719
989.5759102
985.7479739
964.2672509
898.8584701
896.688043
910.5704299
1018.779555
1183.366928
1406.347474
1375.438297
1287.54858
1221.759215
1177.347391
1187.882923
1178.805134
1188.102175
1212.494164
1214.316764
1236.167408
1226.386601
1120.164937
1014.320559
1014.94901
976.6330546
1032.563516
1012.202375
1000.080756
925.0376937
924.3961243
949.5521202
1059.66524
1226.660934
1460.97393
1426.732551
1316.268612
1263.009988
1217.107434
1225.510359
1218.855007
1228.292744
1257.282967
1260.240262
1276.77362
1270.931449
1159.589658
1064.517478
1071.331401
1032.254814
1084.964157
995.1748174
1008.389322
979.7890422
966.9151536
972.9141307
1019.896528
1069.055414
1163.428948
1169.043889
1135.861639
1153.945796
1136.500907
1146.054868
1117.625356
1110.285551
